"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5880","","","","0"
"2013-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6195","","","","0"
"2013-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7259","","","","0"
"2013-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9716","","","","0"
"2013-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10519","","","","0"
"2013-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10869","","","","0"
"2013-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10373","","","","0"
"2013-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9576","","","","0"
"2013-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8046","","","","0"
"2013-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7838","","","","0"
"2013-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6973","","","","0"
"2013-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6186","","","","0"
"2014-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5694","","","","0"
"2014-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6247","","","","0"
"2014-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7155","","","","0"
"2014-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8739","","","","0"
"2014-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9994","","","","0"
"2014-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10504","","","","0"
"2014-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10125","","","","0"
"2014-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9308","","","","0"
"2014-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7944","","","","0"
"2014-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8919","","","","0"
"2014-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6981","","","","0"
"2014-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7521","","","","0"
"2015-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6137","","","","0"
"2015-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7291","","","","0"
"2015-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9019","","","","0"
"2015-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11035","","","","0"
"2015-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11366","","","","0"
"2015-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13050","","","","0"
"2015-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12236","","","","0"
"2015-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10919","","","","0"
"2015-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10490","","","","0"
"2015-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11420","","","","0"
"2015-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10750","","","","0"
"2015-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11505","","","","0"
"2016-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8430","","","","0"
"2016-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8840","","","","0"
"2016-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9748","","","","0"
"2016-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11162","","","","0"
"2016-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11595","","","","0"
"2016-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13834","","","","0"
"2016-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12569","","","","0"
"2016-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11993","","","","0"
"2016-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10941","","","","0"
"2016-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9210","","","","0"
"2016-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9509","","","","0"
"2016-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9297","","","","0"
"2017-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6140","","","","0"
"2017-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5613","","","","0"
"2017-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7113","","","","0"
"2017-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7609","","","","0"
"2017-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9288","","","","0"
"2017-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11629","","","","0"
"2017-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11901","","","","0"
"2017-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11013","","","","0"
"2017-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8191","","","","0"
"2017-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8219","","","","0"
"2017-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7107","","","","0"
"2017-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6526","","","","0"
"2018-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7230","","","","0"
"2018-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8132","","","","0"
"2018-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7880","","","","0"
"2018-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8728","","","","0"
"2018-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11461","","","","0"
"2018-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12532","","","","0"
"2018-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9982","","","","0"
"2018-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9942","","","","0"
"2018-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7687","","","","0"
"2018-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8703","","","","0"
"2018-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8609","","","","0"
"2018-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6569","","","","0"
"2019-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5916","","","","0"
"2019-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5844","","","","0"
"2019-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6529","","","","0"
"2019-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8195","","","","0"
"2019-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10357","","","","0"
"2019-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11752","","","","0"
"2019-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12310","","","","0"
"2019-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11008","","","","0"
"2019-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10072","","","","0"
"2019-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10248","","","","0"
"2019-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9744","","","","0"
"2019-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8043","","","","0"
"2020-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7572","","","","0"
"2020-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7970","","","","0"
"2020-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9483","","","","0"
"2020-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11703","","","","0"
"2020-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11741","","","","0"
"2020-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13555","","","","0"
"2020-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13099","","","","0"
"2020-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13348","","","","0"
"2013-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","9995","","","","0"
"2013-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","9858","","","","0"
"2013-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","11546","","","","0"
"2013-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","14714","","","","0"
"2013-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","16888","","","","0"
"2013-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","18129","","","","0"
"2013-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","18806","","","","0"
"2013-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","16973","","","","0"
"2013-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","13941","","","","0"
"2013-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, uninsured","Dollars","Dollars","81","millions","6","v122667730","1.7.1","13632","","","","0"
