"REF_DATE","GEO","DGUID","Sector","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","24338816","","","","0"
"2006-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","24537655","","","","0"
"2006-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","24473139","","","","0"
"2006-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","24697719","","","","0"
"2006-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25218049","","","","0"
"2006-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26003706","","","","0"
"2006-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25521647","","","","0"
"2006-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25323830","","","","0"
"2006-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25594142","","","","0"
"2006-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25367423","","","","0"
"2006-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25670787","","","","0"
"2006-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26128869","","","","0"
"2007-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25732358","","","","0"
"2007-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25889746","","","","0"
"2007-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","25926862","","","","0"
"2007-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26089491","","","","0"
"2007-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26788781","","","","0"
"2007-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27518980","","","","0"
"2007-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26954858","","","","0"
"2007-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26650537","","","","0"
"2007-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26733956","","","","0"
"2007-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26676232","","","","0"
"2007-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26867055","","","","0"
"2007-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27207121","","","","0"
"2008-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26796203","","","","0"
"2008-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27002662","","","","0"
"2008-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26879425","","","","0"
"2008-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27074423","","","","0"
"2008-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27629566","","","","0"
"2008-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28411656","","","","0"
"2008-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27667563","","","","0"
"2008-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27313815","","","","0"
"2008-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27345838","","","","0"
"2008-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27343132","","","","0"
"2008-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27230879","","","","0"
"2008-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27473708","","","","0"
"2009-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26752643","","","","0"
"2009-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26777396","","","","0"
"2009-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26600938","","","","0"
"2009-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26591043","","","","0"
"2009-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27075657","","","","0"
"2009-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27428593","","","","0"
"2009-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26823809","","","","0"
"2009-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26612498","","","","0"
"2009-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26946153","","","","0"
"2009-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26899057","","","","0"
"2009-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27072915","","","","0"
"2009-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27663293","","","","0"
"2010-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","26929186","","","","0"
"2010-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27126766","","","","0"
"2010-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27003842","","","","0"
"2010-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27132573","","","","0"
"2010-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27761203","","","","0"
"2010-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28550791","","","","0"
"2010-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28001984","","","","0"
"2010-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","27591824","","","","0"
"2010-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28148022","","","","0"
"2010-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28137883","","","","0"
"2010-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28230428","","","","0"
"2010-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29040326","","","","0"
"2011-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28327590","","","","0"
"2011-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28683661","","","","0"
"2011-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28705736","","","","0"
"2011-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28607202","","","","0"
"2011-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29104229","","","","0"
"2011-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29950316","","","","0"
"2011-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29226777","","","","0"
"2011-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","28877202","","","","0"
"2011-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29236657","","","","0"
"2011-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29143794","","","","0"
"2011-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29133472","","","","0"
"2011-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29963992","","","","0"
"2012-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29061894","","","","0"
"2012-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29425782","","","","0"
"2012-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29444026","","","","0"
"2012-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29568963","","","","0"
"2012-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30086742","","","","0"
"2012-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31037421","","","","0"
"2012-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30280744","","","","0"
"2012-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","29933676","","","","0"
"2012-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30310886","","","","0"
"2012-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30145127","","","","0"
"2012-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30177036","","","","0"
"2012-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31021321","","","","0"
"2013-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30131989","","","","0"
"2013-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30465489","","","","0"
"2013-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30649986","","","","0"
"2013-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30508090","","","","0"
"2013-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31221260","","","","0"
"2013-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31812035","","","","0"
"2013-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31129791","","","","0"
"2013-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30830322","","","","0"
"2013-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31049592","","","","0"
"2013-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31095954","","","","0"
"2013-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31119110","","","","0"
"2013-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31944636","","","","0"
"2014-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","30948614","","","","0"
"2014-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31275069","","","","0"
"2014-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31327996","","","","0"
"2014-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31543490","","","","0"
"2014-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32166037","","","","0"
"2014-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33011867","","","","0"
"2014-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32498845","","","","0"
"2014-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","31883744","","","","0"
"2014-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32361993","","","","0"
"2014-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32205563","","","","0"
"2014-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32137859","","","","0"
"2014-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33173114","","","","0"
"2015-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32243959","","","","0"
"2015-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32857409","","","","0"
"2015-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32962632","","","","0"
"2015-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33232956","","","","0"
"2015-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33432508","","","","0"
"2015-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34268769","","","","0"
"2015-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33917069","","","","0"
"2015-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","32888118","","","","0"
"2015-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33622513","","","","0"
"2015-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33785296","","","","0"
"2015-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33741942","","","","0"
"2015-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34829433","","","","0"
"2016-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33271082","","","","0"
"2016-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33540087","","","","0"
"2016-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33702118","","","","0"
"2016-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33714122","","","","0"
"2016-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34133909","","","","0"
"2016-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35191201","","","","0"
"2016-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34029511","","","","0"
"2016-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33536778","","","","0"
"2016-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34049027","","","","0"
"2016-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","33786736","","","","0"
"2016-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34230483","","","","0"
"2016-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35776504","","","","0"
"2017-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34213917","","","","0"
"2017-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34674159","","","","0"
"2017-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34964822","","","","0"
"2017-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","34686671","","","","0"
"2017-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35238957","","","","0"
"2017-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","36466230","","","","0"
"2017-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35182114","","","","0"
"2017-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35334417","","","","0"
"2017-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","36224615","","","","0"
"2017-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35908800","","","","0"
"2017-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","36812279","","","","0"
"2017-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37922118","","","","0"
"2018-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","36370960","","","","0"
"2018-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37042537","","","","0"
"2018-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37119557","","","","0"
"2018-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","36813927","","","","0"
"2018-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37467153","","","","0"
"2018-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38435687","","","","0"
"2018-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37045369","","","","0"
"2018-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37221433","","","","0"
"2018-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37869362","","","","0"
"2018-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37837264","","","","0"
"2018-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38430168","","","","0"
"2018-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39288103","","","","0"
"2019-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37681951","","","","0"
"2019-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38010431","","","","0"
"2019-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38402853","","","","0"
"2019-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38393406","","","","0"
"2019-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39201523","","","","0"
"2019-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39771734","","","","0"
"2019-07","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39059136","","","","0"
"2019-08","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39003048","","","","0"
"2019-09","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39701275","","","","0"
"2019-10","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39616293","","","","0"
"2019-11","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","40046491","","","","0"
"2019-12","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","41208051","","","","0"
"2020-01","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39650793","","","","0"
"2020-02","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","39805948","","","","0"
"2020-03","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","38105711","","","","0"
"2020-04","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35752478","","","","0"
"2020-05","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","35614433","","","","0"
"2020-06","Ontario","2016A000235","Compensation of employees","Unadjusted","Dollars","81","thousands","3","v1996657","7.1.1","37179105","","","","0"
"2006-01","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","21323656","","","","0"
"2006-02","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","21498302","","","","0"
"2006-03","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","21437582","","","","0"
"2006-04","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","21633561","","","","0"
"2006-05","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22087813","","","","0"
"2006-06","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22776372","","","","0"
"2006-07","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22343210","","","","0"
"2006-08","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22165191","","","","0"
"2006-09","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22398347","","","","0"
"2006-10","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22180649","","","","0"
"2006-11","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22434419","","","","0"
"2006-12","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22829729","","","","0"
"2007-01","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22471868","","","","0"
"2007-02","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22592498","","","","0"
"2007-03","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22609920","","","","0"
"2007-04","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","22739520","","","","0"
"2007-05","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23333321","","","","0"
"2007-06","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23959346","","","","0"
"2007-07","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23460588","","","","0"
"2007-08","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23186531","","","","0"
"2007-09","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23255291","","","","0"
"2007-10","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23200085","","","","0"
"2007-11","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23369092","","","","0"
"2007-12","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23656944","","","","0"
"2008-01","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23372305","","","","0"
"2008-02","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23566005","","","","0"
"2008-03","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23466281","","","","0"
"2008-04","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23630310","","","","0"
"2008-05","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","24102913","","","","0"
"2008-06","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","24788585","","","","0"
"2008-07","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","24113014","","","","0"
"2008-08","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23788915","","","","0"
"2008-09","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23798666","","","","0"
"2008-10","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23792206","","","","0"
"2008-11","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23679375","","","","0"
"2008-12","Ontario","2016A000235","Wages and salaries","Unadjusted","Dollars","81","thousands","3","v1996655","7.2.1","23840313","","","","0"
