"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","973.7","","","","1"
"2012-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","970.8","","","","1"
"2012-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","958.6","","","","1"
"2012-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","946.4","","","","1"
"2012-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","949.5","","","","1"
"2012-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","953.3","","","","1"
"2012-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","960.1","","","","1"
"2012-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","959.0","","","","1"
"2012-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","963.8","","","","1"
"2012-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","977.9","","","","1"
"2012-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","982.8","","","","1"
"2012-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","994.8","","","","1"
"2012-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1001.0","","","","1"
"2013-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1014.6","","","","1"
"2013-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1021.9","","","","1"
"2013-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1012.3","","","","1"
"2013-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1017.7","","","","1"
"2013-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1018.7","","","","1"
"2013-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1013.4","","","","1"
"2013-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","988.2","","","","1"
"2013-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","974.9","","","","1"
"2013-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","982.6","","","","1"
"2013-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","991.5","","","","1"
"2013-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1005.2","","","","1"
"2013-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1022.6","","","","1"
"2014-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1042.2","","","","1"
"2014-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1043.4","","","","1"
"2014-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1028.7","","","","1"
"2014-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1016.2","","","","1"
"2014-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1001.5","","","","1"
"2014-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","987.1","","","","1"
"2014-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","960.9","","","","1"
"2014-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","958.3","","","","1"
"2014-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","974.5","","","","1"
"2014-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1016.2","","","","1"
"2014-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1049.6","","","","1"
"2014-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1066.7","","","","1"
"2015-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1064.6","","","","1"
"2015-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1049.6","","","","1"
"2015-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1032.9","","","","1"
"2015-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1022.9","","","","1"
"2015-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1020.2","","","","1"
"2015-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1020.2","","","","1"
"2015-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1010.6","","","","1"
"2015-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1006.1","","","","1"
"2015-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1001.9","","","","1"
"2015-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1014.4","","","","1"
"2015-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1009.1","","","","1"
"2015-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1007.2","","","","1"
"2016-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","996.2","","","","1"
"2016-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","992.1","","","","1"
"2016-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","986.8","","","","1"
"2016-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","990.2","","","","1"
"2016-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","991.9","","","","1"
"2016-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","989.3","","","","1"
"2016-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","971.7","","","","1"
"2016-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","954.9","","","","1"
"2016-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","939.2","","","","1"
"2016-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","921.2","","","","1"
"2016-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","913.8","","","","1"
"2016-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","914.1","","","","1"
"2017-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","916.7","","","","1"
"2017-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","919.9","","","","1"
"2017-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","921.1","","","","1"
"2017-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","938.2","","","","1"
"2017-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","959.2","","","","1"
"2017-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","975.3","","","","1"
"2017-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","982.3","","","","1"
"2017-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","978.5","","","","1"
"2017-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","980.5","","","","1"
"2017-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","977.1","","","","1"
"2017-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","976.0","","","","1"
"2017-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","976.7","","","","1"
"2018-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","983.7","","","","1"
"2018-02","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","999.2","","","","1"
"2018-03","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1007.2","","","","1"
"2018-04","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1014.6","","","","1"
"2018-05","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1017.9","","","","1"
"2018-06","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1020.0","","","","1"
"2018-07","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","1011.4","","","","1"
"2018-08","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","989.7","","","","1"
"2018-09","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","969.4","","","","1"
"2018-10","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","967.2","","","","1"
"2018-11","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","970.2","","","","1"
"2018-12","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","975.9","","","","1"
"2019-01","Toronto, Ontario","2011S0503535","Born in Canada","Employment","25 to 54 years","Persons","249","thousands","3","v53036681","10.6.3.2","968.1","","","","1"
