"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","198.3","","","","1"
"2006-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","203.4","","","","1"
"2007-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","190.1","","","","1"
"2007-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","180.7","","","","1"
"2007-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","170.1","","","","1"
"2007-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","179.5","","","","1"
"2007-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","187.7","","","","1"
"2007-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","192.7","","","","1"
"2007-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","195.6","","","","1"
"2007-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","198.9","","","","1"
"2007-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","205.6","","","","1"
"2007-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","208.9","","","","1"
"2007-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","204.1","","","","1"
"2007-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","202.6","","","","1"
"2008-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","191.7","","","","1"
"2008-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","184.5","","","","1"
"2008-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","173.6","","","","1"
"2008-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","174.3","","","","1"
"2008-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","183.7","","","","1"
"2008-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","188.0","","","","1"
"2008-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","198.0","","","","1"
"2008-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","200.6","","","","1"
"2008-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","208.2","","","","1"
"2008-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","214.0","","","","1"
"2008-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","216.8","","","","1"
"2008-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","217.7","","","","1"
"2009-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","199.0","","","","1"
"2009-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","184.5","","","","1"
"2009-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","170.7","","","","1"
"2009-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","167.1","","","","1"
"2009-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","169.0","","","","1"
"2009-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","169.8","","","","1"
"2009-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","176.3","","","","1"
"2009-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","173.1","","","","1"
"2009-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","171.9","","","","1"
"2009-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","172.5","","","","1"
"2009-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","176.6","","","","1"
"2009-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","175.6","","","","1"
"2010-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","163.5","","","","1"
"2010-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","156.5","","","","1"
"2010-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","157.4","","","","1"
"2010-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","164.2","","","","1"
"2010-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","174.3","","","","1"
"2010-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","184.2","","","","1"
"2010-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","196.5","","","","1"
"2010-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","194.4","","","","1"
"2010-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","191.1","","","","1"
"2010-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","190.9","","","","1"
"2010-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","197.8","","","","1"
"2010-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","203.6","","","","1"
"2011-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","195.0","","","","1"
"2011-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","185.0","","","","1"
"2011-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","175.1","","","","1"
"2011-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","178.4","","","","1"
"2011-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","184.0","","","","1"
"2011-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","192.9","","","","1"
"2011-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","196.4","","","","1"
"2011-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","201.5","","","","1"
"2011-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","202.5","","","","1"
"2011-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","207.4","","","","1"
"2011-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","212.0","","","","1"
"2011-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","218.6","","","","1"
"2012-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","206.3","","","","1"
"2012-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","191.3","","","","1"
"2012-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","171.9","","","","1"
"2012-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","169.9","","","","1"
"2012-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","169.9","","","","1"
"2012-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","175.6","","","","1"
"2012-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","187.9","","","","1"
"2012-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","206.3","","","","1"
"2012-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","214.8","","","","1"
"2012-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","220.0","","","","1"
"2012-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","218.2","","","","1"
"2012-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","220.1","","","","1"
"2013-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","201.2","","","","1"
"2013-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","179.1","","","","1"
"2013-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","159.9","","","","1"
"2013-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","163.0","","","","1"
"2013-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","167.9","","","","1"
"2013-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","174.8","","","","1"
"2013-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","183.3","","","","1"
"2013-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","191.7","","","","1"
"2013-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","205.0","","","","1"
"2013-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","208.4","","","","1"
"2013-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","211.5","","","","1"
"2013-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","206.0","","","","1"
"2014-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","189.0","","","","1"
"2014-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","173.3","","","","1"
"2014-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","154.7","","","","1"
"2014-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","154.9","","","","1"
"2014-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","161.2","","","","1"
"2014-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","174.1","","","","1"
"2014-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","186.3","","","","1"
"2014-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","195.7","","","","1"
"2014-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","198.8","","","","1"
"2014-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","196.8","","","","1"
"2014-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","186.2","","","","1"
"2014-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","179.0","","","","1"
"2015-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","160.8","","","","1"
"2015-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","150.4","","","","1"
"2015-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","143.9","","","","1"
"2015-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","152.0","","","","1"
"2015-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","159.9","","","","1"
"2015-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","166.9","","","","1"
"2015-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","179.3","","","","1"
"2015-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","188.1","","","","1"
"2015-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","200.5","","","","1"
"2015-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","211.0","","","","1"
"2015-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","227.8","","","","1"
"2015-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","236.2","","","","1"
"2016-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","223.0","","","","1"
"2016-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","203.2","","","","1"
"2016-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","178.7","","","","1"
"2016-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","176.1","","","","1"
"2016-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","171.9","","","","1"
"2016-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","177.3","","","","1"
"2016-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","173.8","","","","1"
"2016-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","173.4","","","","1"
"2016-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","177.1","","","","1"
"2016-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","188.0","","","","1"
"2016-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","201.9","","","","1"
"2016-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","208.5","","","","1"
"2017-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","200.0","","","","1"
"2017-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","187.7","","","","1"
"2017-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","170.9","","","","1"
"2017-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","164.5","","","","1"
"2017-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","158.9","","","","1"
"2017-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","160.3","","","","1"
"2017-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","162.1","","","","1"
"2017-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","168.5","","","","1"
"2017-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","180.1","","","","1"
"2017-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","194.7","","","","1"
"2017-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","207.2","","","","1"
"2017-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","216.0","","","","1"
"2018-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","212.6","","","","1"
"2018-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","202.3","","","","1"
"2018-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","184.9","","","","1"
"2018-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","179.3","","","","1"
"2018-05","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","180.3","","","","1"
"2018-06","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","190.6","","","","1"
"2018-07","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","197.5","","","","1"
"2018-08","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","202.3","","","","1"
"2018-09","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","206.1","","","","1"
"2018-10","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","217.4","","","","1"
"2018-11","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","227.0","","","","1"
"2018-12","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","231.1","","","","1"
"2019-01","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","217.2","","","","1"
"2019-02","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","203.6","","","","1"
"2019-03","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","189.7","","","","1"
"2019-04","Toronto, Ontario","2011S0503535","Immigrants, landed more than 5 to 10 years earlier","Employment","25 to 54 years","Persons","249","thousands","3","v53036641","10.4.3.2","193.8","","","","1"
